<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
ОР ао;D;20171226;000000;119.97;119.98;119.01;119.3;1230;0
ОР ао;D;20171227;000000;119.89;119.89;118.77;118.77;10140;0
ОР ао;D;20171228;000000;118.99;122.01;118.62;122;170540;0
ОР ао;D;20171229;000000;121.41;122.6;120.02;120.94;115600;0
ОР ао;D;20180103;000000;121.54;121.54;121;121.01;250;0
ОР ао;D;20180104;000000;121.6;121.6;121.02;121.02;20;0
ОР ао;D;20180105;000000;121.6;123;121.6;123;1870;0
ОР ао;D;20180109;000000;123.5;124.2;123.5;124.2;9200;0
ОР ао;D;20180110;000000;128;128;125;125.01;2980;0
ОР ао;D;20180111;000000;125.5;125.5;125;125;9270;0
ОР ао;D;20180112;000000;124.51;125.49;124.1;125.49;3160;0
ОР ао;D;20180115;000000;125;125;122;122.6;5570;0
ОР ао;D;20180116;000000;122.31;122.99;122.1;122.99;600;0
ОР ао;D;20180117;000000;120.03;120.92;120.03;120.65;3400;0
ОР ао;D;20180118;000000;120.65;121.94;120.65;121.5;5090;0
ОР ао;D;20180119;000000;121.5;122.08;121.5;121.5;2380;0
ОР ао;D;20180122;000000;121.51;124.93;120.98;124.93;587750;0
ОР ао;D;20180123;000000;124.31;128.59;124.31;127.62;182670;0
ОР ао;D;20180124;000000;127.52;127.62;127.52;127.54;340;0
ОР ао;D;20180125;000000;128.09;128.09;127;127;4080;0
ОР ао;D;20180126;000000;127.01;127.63;126.9;127.01;7530;0
ОР ао;D;20180129;000000;127.63;127.64;124.99;125;7920;0
ОР ао;D;20180130;000000;124.39;125.25;124.38;124.39;1900;0
ОР ао;D;20180131;000000;124.03;124.03;124;124;2400;0
ОР ао;D;20180201;000000;124.55;125.25;123.6;123.6;1020;0
ОР ао;D;20180202;000000;118.15;123.75;118;123.15;18710;0
ОР ао;D;20180205;000000;118.05;124;118.05;124;31510;0
ОР ао;D;20180206;000000;123.4;123.4;121;121.4;92960;0
ОР ао;D;20180207;000000;121.4;121.9;121.25;121.9;4290;0
ОР ао;D;20180208;000000;122.45;122.45;121;121.5;910;0
ОР ао;D;20180209;000000;121.1;121.7;121;121.25;150;0
ОР ао;D;20180212;000000;121.75;121.85;121.2;121.2;2620;0
ОР ао;D;20180213;000000;121;121.7;120.1;120.1;2110;0
ОР ао;D;20180214;000000;120.7;121.1;120.05;120.05;15990;0
ОР ао;D;20180215;000000;121.05;121.6;121;121.15;3270;0
ОР ао;D;20180216;000000;121.15;124.95;121.15;122.95;1950;0
ОР ао;D;20180219;000000;122.95;123.6;122.5;123.15;700;0
ОР ао;D;20180220;000000;123.1;123.2;123.1;123.2;10080;0
ОР ао;D;20180221;000000;123.8;125.05;123.8;124.8;6710;0
ОР ао;D;20180222;000000;124.55;126.25;124.5;125.55;560;0
ОР ао;D;20180226;000000;126.2;126.2;125.05;125.15;1270;0
ОР ао;D;20180227;000000;125.1;126.25;125.1;125.35;2090;0
ОР ао;D;20180228;000000;124.8;126.1;121;125.2;62580;0
ОР ао;D;20180301;000000;126.1;126.1;125;125.2;19300;0
ОР ао;D;20180302;000000;124.3;125.25;123.1;123.1;11240;0
ОР ао;D;20180305;000000;122.6;123.1;122.55;123.1;530;0
ОР ао;D;20180306;000000;122.55;125;122.5;125;4170;0
ОР ао;D;20180307;000000;123.8;123.8;122.5;123.1;1960;0
ОР ао;D;20180309;000000;123.1;123.1;123.1;123.1;10;0
ОР ао;D;20180312;000000;123.1;123.15;123.1;123.1;240;0
ОР ао;D;20180313;000000;123;124.45;123;123.5;6530;0
ОР ао;D;20180314;000000;123.5;123.5;122.3;122.35;6290;0
ОР ао;D;20180315;000000;122.45;122.9;122.05;122.05;510;0
ОР ао;D;20180316;000000;123;123;122.95;122.95;260;0
ОР ао;D;20180319;000000;122.1;122.5;122.05;122.5;660;0
ОР ао;D;20180320;000000;121.7;122.6;121;121.25;9090;0
ОР ао;D;20180321;000000;121.5;121.6;121;121.05;2660;0
