<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
Магнит ао;D;20160224;000000;10555;10675;10356;10475;177306;0
Магнит ао;D;20160225;000000;10511;10659;10350;10530;159166;0
Магнит ао;D;20160226;000000;10615;10799;10526;10589;169925;0
Магнит ао;D;20160229;000000;10501;10680;10430;10648;138729;0
Магнит ао;D;20160301;000000;10680;10780;10525;10592;115369;0
Магнит ао;D;20160302;000000;10670;10740;10601;10695;104645;0
Магнит ао;D;20160303;000000;10700;10808;10631;10715;135717;0
Магнит ао;D;20160304;000000;10736;10799;10640;10668;81977;0
Магнит ао;D;20160307;000000;10700;10758;10662;10715;60503;0
Магнит ао;D;20160309;000000;10680;10755;10541;10700;154843;0
Магнит ао;D;20160310;000000;10749;10975;10730;10900;248710;0
Магнит ао;D;20160311;000000;10920;10945;10824;10900;106715;0
Магнит ао;D;20160314;000000;10900;10950;10750;10780;131401;0
Магнит ао;D;20160315;000000;10839;10920;10805;10880;278874;0
Магнит ао;D;20160316;000000;10900;10923;10750;10788;108711;0
Магнит ао;D;20160317;000000;10855;10990;10803;10900;214660;0
Магнит ао;D;20160318;000000;10895;11400;10881;11400;202215;0
Магнит ао;D;20160321;000000;11388;11388;11190;11255;185121;0
Магнит ао;D;20160322;000000;11212;11310;11142;11209;153172;0
Магнит ао;D;20160323;000000;11235;11298;10992;11100;100877;0
Магнит ао;D;20160324;000000;11002;11085;10925;11041;150522;0
Магнит ао;D;20160325;000000;11051;11118;10849;10880;41387;0
Магнит ао;D;20160328;000000;10906;10928;10635;10655;83411;0
Магнит ао;D;20160329;000000;10655;10714;10560;10575;113609;0
Магнит ао;D;20160330;000000;10665;10671;10408;10410;166664;0
Магнит ао;D;20160331;000000;10400;10697;10306;10550;237828;0
Магнит ао;D;20160401;000000;10519;10700;10329;10470;234532;0
Магнит ао;D;20160404;000000;10537;10614;10422;10470;153418;0
Магнит ао;D;20160405;000000;10407;10521;10366;10400;136715;0
Магнит ао;D;20160406;000000;10430;10499;10355;10390;110320;0
Магнит ао;D;20160407;000000;10450;10473;10314;10332;142359;0
Магнит ао;D;20160408;000000;10335;10420;10318;10320;99706;0
Магнит ао;D;20160411;000000;10321;10360;10056;10254;196847;0
Магнит ао;D;20160412;000000;10320;10320;10129;10129;202951;0
Магнит ао;D;20160413;000000;10186;10612;10167;10490;292849;0
Магнит ао;D;20160414;000000;10488;10575;10212;10240;197670;0
Магнит ао;D;20160415;000000;10257;10300;10132;10132;115925;0
Магнит ао;D;20160418;000000;10149;10243;10012;10125;134705;0
Магнит ао;D;20160419;000000;10160;10225;10073;10075;129229;0
Магнит ао;D;20160420;000000;10098;10169;10052;10115;118554;0
Магнит ао;D;20160421;000000;10170;10250;10102;10162;181345;0
Магнит ао;D;20160422;000000;10207;10295;10152;10295;169934;0
Магнит ао;D;20160425;000000;10303;10310;9535;9540;569356;0
Магнит ао;D;20160426;000000;9508;9632;9126;9180;458523;0
Магнит ао;D;20160427;000000;9210;9210;8778;8825;352325;0
Магнит ао;D;20160428;000000;8869;9140;8684;9040;372959;0
Магнит ао;D;20160429;000000;9070;9085;8888;9002;224612;0
Магнит ао;D;20160504;000000;8900;9192;8805;9006;229459;0
Магнит ао;D;20160505;000000;9077;9175;9002;9151;219821;0
Магнит ао;D;20160506;000000;9153;9173;9075;9093;118232;0
Магнит ао;D;20160510;000000;9072;9168;8918;9038;120545;0
Магнит ао;D;20160511;000000;9000;9098;8785;8921;210542;0
Магнит ао;D;20160512;000000;8902;8977;8789;8834;158050;0
Магнит ао;D;20160513;000000;8810;9065;8803;9036;235159;0
Магнит ао;D;20160516;000000;9100;9478;9050;9430;386532;0
Магнит ао;D;20160517;000000;9452;9515;9210;9352;185560;0
Магнит ао;D;20160518;000000;9352;9426;9300;9301;129374;0
Магнит ао;D;20160519;000000;9280;9280;9076;9200;129243;0
Магнит ао;D;20160520;000000;9225;9236;9070;9075;129617;0
Магнит ао;D;20160523;000000;9050;9103;8847;8975;123604;0
Магнит ао;D;20160524;000000;8971;9230;8956;9150;96614;0
