<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
FIVE-гдр;D;20190821;000000;2146.5;2219;2121.5;2218;209046;0
FIVE-гдр;D;20190822;000000;2204.5;2222.5;2192.5;2194.5;91342;0
FIVE-гдр;D;20190823;000000;2216.5;2216.5;2153;2153;80406;0
FIVE-гдр;D;20190826;000000;2149.5;2200.5;2125.5;2160;46422;0
FIVE-гдр;D;20190827;000000;2160;2203.5;2107;2148.5;254643;0
FIVE-гдр;D;20190828;000000;2136;2168;2127;2158;73061;0
FIVE-гдр;D;20190829;000000;2158;2232;2146;2232;106623;0
FIVE-гдр;D;20190830;000000;2225.5;2304;2205;2298.5;178099;0
FIVE-гдр;D;20190902;000000;2282.5;2322;2260.5;2302.5;105719;0
FIVE-гдр;D;20190903;000000;2276;2312;2231.5;2267;122081;0
FIVE-гдр;D;20190904;000000;2265.5;2300;2242;2242;98662;0
FIVE-гдр;D;20190905;000000;2242.5;2300;2242.5;2300;105437;0
FIVE-гдр;D;20190906;000000;2301;2304;2260;2287;76285;0
FIVE-гдр;D;20190909;000000;2287;2304;2266.5;2304;40149;0
FIVE-гдр;D;20190910;000000;2284;2320;2277;2319.5;80919;0
FIVE-гдр;D;20190911;000000;2312;2390;2312;2390;137157;0
FIVE-гдр;D;20190912;000000;2366;2375;2318.5;2369;106698;0
FIVE-гдр;D;20190913;000000;2358;2358;2309;2340;80801;0
FIVE-гдр;D;20190916;000000;2331.5;2349;2299;2334.5;102823;0
FIVE-гдр;D;20190917;000000;2312;2337;2296.5;2308;109785;0
FIVE-гдр;D;20190918;000000;2311.5;2315.5;2230.5;2275;209292;0
FIVE-гдр;D;20190919;000000;2275;2275.5;2245;2262;143246;0
FIVE-гдр;D;20190920;000000;2262;2267;2200;2218;255692;0
FIVE-гдр;D;20190923;000000;2218;2221;2190.5;2200.5;73880;0
FIVE-гдр;D;20190924;000000;2216.5;2269;2197.5;2220.5;153025;0
FIVE-гдр;D;20190925;000000;2207.5;2242.5;2187.5;2206;131449;0
FIVE-гдр;D;20190926;000000;2224;2283.5;2200.5;2263.5;150513;0
FIVE-гдр;D;20190927;000000;2267;2287;2226.5;2226.5;77652;0
FIVE-гдр;D;20190930;000000;2235;2282;2223.5;2279;86113;0
FIVE-гдр;D;20191001;000000;2279;2320.5;2275;2318;93388;0
FIVE-гдр;D;20191002;000000;2306.5;2315.5;2232.5;2261.5;80589;0
FIVE-гдр;D;20191003;000000;2262;2275.5;2145.5;2155;148194;0
FIVE-гдр;D;20191004;000000;2169;2212;2137;2158;139365;0
FIVE-гдр;D;20191007;000000;2158;2158;2077;2092;119589;0
FIVE-гдр;D;20191008;000000;2097.5;2113;2072;2106.5;66336;0
FIVE-гдр;D;20191009;000000;2104;2104;2080.5;2095;88384;0
FIVE-гдр;D;20191010;000000;2099.5;2099.5;2068;2068;86193;0
FIVE-гдр;D;20191011;000000;2082.5;2082.5;1992.5;2007;160814;0
FIVE-гдр;D;20191014;000000;2016;2018.5;1982;1999;103047;0
FIVE-гдр;D;20191015;000000;1991.5;2041.5;1980;2040;103657;0
FIVE-гдр;D;20191016;000000;2039.5;2047;2022.5;2040;84510;0
FIVE-гдр;D;20191017;000000;2049.5;2083.5;2012;2020;187507;0
FIVE-гдр;D;20191018;000000;2024;2050;2011;2044.5;114341;0
FIVE-гдр;D;20191021;000000;2036.5;2048.5;1941.5;1963;301997;0
FIVE-гдр;D;20191022;000000;1970;2055;1917.5;2044.5;601969;0
FIVE-гдр;D;20191023;000000;2053.5;2132;1974;2003;323695;0
FIVE-гдр;D;20191024;000000;2003;2037;1981;2030;200154;0
FIVE-гдр;D;20191025;000000;2038;2081.5;1961;1991;186590;0
FIVE-гдр;D;20191028;000000;1989;2070;1979.5;2069;227539;0
FIVE-гдр;D;20191029;000000;2070;2089;2037.5;2080;154513;0
FIVE-гдр;D;20191030;000000;2078.5;2124;2050;2124;204821;0
FIVE-гдр;D;20191031;000000;2120;2147;2102;2147;118238;0
FIVE-гдр;D;20191101;000000;2142.5;2197;2131;2168;235353;0
FIVE-гдр;D;20191105;000000;2194;2250;2194;2230;176128;0
FIVE-гдр;D;20191106;000000;2230.5;2269;2205;2269;167612;0
FIVE-гдр;D;20191107;000000;2246.5;2270;2245;2265;144210;0
FIVE-гдр;D;20191108;000000;2262.5;2265;2203;2230;109134;0
FIVE-гдр;D;20191111;000000;2228;2243;2182;2205.5;98862;0
FIVE-гдр;D;20191112;000000;2202;2241.5;2185;2221;89447;0
FIVE-гдр;D;20191113;000000;2212.5;2247.5;2171.5;2224;110737;0
FIVE-гдр;D;20191114;000000;2224.5;2230;2155;2194.5;192585;0
FIVE-гдр;D;20191115;000000;2184;2210;2154.5;2157.5;72281;0
FIVE-гдр;D;20191118;000000;2161.5;2185.5;2138;2170.5;86784;0
FIVE-гдр;D;20191119;000000;2162;2209;2156.5;2171;102060;0
FIVE-гдр;D;20191120;000000;2166.5;2173.5;2140.5;2150.5;73781;0
FIVE-гдр;D;20191121;000000;2146;2146;2085;2119.5;132958;0
FIVE-гдр;D;20191122;000000;2123.5;2155.5;2103;2149;111296;0
FIVE-гдр;D;20191125;000000;2150;2172;2133.5;2160;93903;0
FIVE-гдр;D;20191126;000000;2173;2173;2120;2124.5;300551;0
FIVE-гдр;D;20191127;000000;2134;2150;2111.5;2142.5;112758;0
FIVE-гдр;D;20191128;000000;2143;2143.5;2105;2115;56485;0
FIVE-гдр;D;20191129;000000;2117.5;2145.5;2098;2144;85087;0
FIVE-гдр;D;20191202;000000;2144;2159.5;2085;2087.5;110034;0
FIVE-гдр;D;20191203;000000;2097;2097;2040.5;2056;111026;0
FIVE-гдр;D;20191204;000000;2043.5;2074.5;2037;2061;84459;0
FIVE-гдр;D;20191205;000000;2061;2071.5;2037.5;2055;74711;0
FIVE-гдр;D;20191206;000000;2046;2090;2046;2090;76076;0
FIVE-гдр;D;20191209;000000;2090;2122;2070;2117.5;91107;0
