<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RI.MOEXCN;D;20180319;000000;6428.0900000;6438.5700000;6368.6700000;6377.2300000;3420217055
RI.MOEXCN;D;20180320;000000;6386.1900000;6386.2500000;6323.9700000;6338.0900000;2964236696
RI.MOEXCN;D;20180321;000000;6345.2600000;6404.1900000;6341.5400000;6404.1900000;1505920138
RI.MOEXCN;D;20180322;000000;6404.1200000;6410.4100000;6312.6000000;6326.3900000;2144000412
RI.MOEXCN;D;20180323;000000;6300.1700000;6361.8600000;6297.3300000;6343.3400000;3124173004
RI.MOEXCN;D;20180326;000000;6334.5500000;6342.5500000;6258.4000000;6273.5500000;2542140876
RI.MOEXCN;D;20180327;000000;6283.3900000;6315.9500000;6283.3900000;6299.6000000;1330190609
RI.MOEXCN;D;20180328;000000;6285.0400000;6287.5900000;6159.0800000;6203.3400000;2765059327
RI.MOEXCN;D;20180329;000000;6199.4600000;6339.3000000;6199.4600000;6287.0500000;3424795343
RI.MOEXCN;D;20180330;000000;6304.1200000;6314.2900000;6273.2300000;6287.1400000;656990229
RI.MOEXCN;D;20180402;000000;6288.9500000;6326.0700000;6278.2700000;6304.7700000;1243719603
RI.MOEXCN;D;20180403;000000;6307.8900000;6315.7600000;6252.9600000;6272.1600000;1345525674
RI.MOEXCN;D;20180404;000000;6279.7700000;6288.1800000;6235.4500000;6271.7700000;1128248249
RI.MOEXCN;D;20180405;000000;6302.8600000;6363.5500000;6282.9500000;6361.4000000;1581104122
RI.MOEXCN;D;20180406;000000;6334.4900000;6374.7900000;6316.4500000;6324.9200000;1424306595
RI.MOEXCN;D;20180409;000000;6302.9800000;6302.9800000;5875.5600000;6013.3500000;5689952346
RI.MOEXCN;D;20180410;000000;5998.8400000;6111.9400000;5978.1400000;6050.8700000;3827165436
RI.MOEXCN;D;20180411;000000;6006.4400000;6144.9100000;5977.8200000;6063.6700000;2616496350
RI.MOEXCN;D;20180412;000000;6076.1200000;6194.3800000;6042.0800000;6153.0200000;3569061217
RI.MOEXCN;D;20180413;000000;6142.3600000;6177.9200000;6107.4100000;6124.3600000;2584874597
RI.MOEXCN;D;20180416;000000;6054.5900000;6132.4200000;6046.4600000;6080.7700000;1667495992
RI.MOEXCN;D;20180417;000000;6101.9200000;6223.0500000;6101.9200000;6179.3900000;1950094551
RI.MOEXCN;D;20180418;000000;6191.9700000;6311.4300000;6191.9700000;6283.0600000;2731687564
RI.MOEXCN;D;20180419;000000;6268.5300000;6330.3000000;6208.1600000;6213.2900000;2952196118
RI.MOEXCN;D;20180420;000000;6213.7100000;6261.5400000;6199.0200000;6209.2800000;2317489730
RI.MOEXCN;D;20180423;000000;6228.0800000;6249.6800000;6173.8600000;6210.7600000;2412519463
RI.MOEXCN;D;20180424;000000;6207.2700000;6216.7000000;6161.1800000;6166.8700000;2057609835
RI.MOEXCN;D;20180425;000000;6148.1400000;6166.8000000;6084.9100000;6098.1500000;4335102070
RI.MOEXCN;D;20180426;000000;6122.5800000;6129.9700000;6032.7600000;6122.6900000;3358521248
RI.MOEXCN;D;20180427;000000;6129.1000000;6204.1300000;6129.1000000;6155.8300000;2389086361
RI.MOEXCN;D;20180428;000000;6171.9900000;6172.6000000;6134.3000000;6144.8900000;290651511
RI.MOEXCN;D;20180430;000000;6150.4600000;6240.7600000;6150.4600000;6218.3200000;1047997850
RI.MOEXCN;D;20180502;000000;6210.6200000;6299.0300000;6197.6300000;6292.2700000;1512245011
RI.MOEXCN;D;20180503;000000;6278.1600000;6300.5300000;6200.8900000;6220.3200000;1388151145
RI.MOEXCN;D;20180504;000000;6234.4300000;6267.3700000;6231.4200000;6262.7700000;1538808828
RI.MOEXCN;D;20180507;000000;6277.9300000;6302.6100000;6270.6100000;6299.3300000;937015407
RI.MOEXCN;D;20180508;000000;6279.9900000;6318.0900000;6261.2300000;6291.6000000;1447058062
RI.MOEXCN;D;20180510;000000;6326.8700000;6326.8700000;6246.3600000;6284.3600000;1741925309
RI.MOEXCN;D;20180511;000000;6306.2400000;6306.5500000;6274.7100000;6284.4500000;2006144888
RI.MOEXCN;D;20180514;000000;6305.1800000;6335.4600000;6275.6900000;6321.6200000;2017595864
RI.MOEXCN;D;20180515;000000;6342.3800000;6371.4400000;6299.6300000;6331.7300000;4605043203
RI.MOEXCN;D;20180516;000000;6321.3900000;6381.4000000;6320.1500000;6359.2200000;4742577545
RI.MOEXCN;D;20180517;000000;6373.0700000;6388.4400000;6328.1700000;6357.8900000;3543379914
RI.MOEXCN;D;20180518;000000;6343.6500000;6352.4800000;6285.5200000;6306.7100000;2736974420
RI.MOEXCN;D;20180521;000000;6316.8300000;6359.7500000;6311.8800000;6340.3400000;3247785828
RI.MOEXCN;D;20180522;000000;6341.5300000;6346.0900000;6289.3100000;6324.7800000;2537635963
RI.MOEXCN;D;20180523;000000;6304.7700000;6317.7900000;6259.0400000;6259.0400000;2138352823
RI.MOEXCN;D;20180524;000000;6224.1100000;6284.2200000;6223.6700000;6252.1000000;3978803550
RI.MOEXCN;D;20180525;000000;6255.0900000;6282.2400000;6243.1200000;6248.7100000;2670115634
RI.MOEXCN;D;20180528;000000;6230.5000000;6275.8300000;6217.1700000;6256.2600000;1912290291
RI.MOEXCN;D;20180529;000000;6263.2800000;6272.3500000;6160.1700000;6198.0100000;4061674687
RI.MOEXCN;D;20180530;000000;6187.3400000;6187.3400000;6144.9700000;6183.1600000;4228680859
RI.MOEXCN;D;20180531;000000;6191.9900000;6217.2000000;6150.4800000;6217.2000000;14193906877
RI.MOEXCN;D;20180601;000000;6184.0600000;6198.2300000;6159.5500000;6179.2500000;2170217836
RI.MOEXCN;D;20180604;000000;6191.8900000;6256.4200000;6187.6000000;6253.4700000;2238778014
RI.MOEXCN;D;20180605;000000;6271.1200000;6284.2700000;6244.5500000;6254.3900000;1716839049
RI.MOEXCN;D;20180606;000000;6254.6900000;6301.9200000;6174.1500000;6190.2900000;5223253869
RI.MOEXCN;D;20180607;000000;6209.8400000;6251.1900000;6202.2100000;6247.0000000;2269133395
RI.MOEXCN;D;20180608;000000;6228.1700000;6228.1700000;6114.8400000;6128.7900000;2967983526
RI.MOEXCN;D;20180609;000000;6139.1000000;6160.4000000;6120.6300000;6157.6600000;209805248
RI.MOEXCN;D;20180610;000000;6157.6600000;6157.6600000;6157.6600000;6157.6600000;0
RI.MOEXCN;D;20180611;000000;6157.8700000;6173.6700000;6124.4100000;6126.8200000;1111234964
RI.MOEXCN;D;20180613;000000;6176.4500000;6181.6900000;6140.8900000;6153.1100000;2822604680
RI.MOEXCN;D;20180614;000000;6139.0400000;6157.8700000;6123.6300000;6137.6800000;1320772157
RI.MOEXCN;D;20180615;000000;6141.4500000;6164.7200000;6113.7000000;6142.0500000;1254391076
RI.MOEXCN;D;20180618;000000;6143.1000000;6169.0200000;6122.1700000;6148.2000000;1564105025
RI.MOEXCN;D;20180619;000000;6166.2300000;6168.3900000;6111.5500000;6161.0800000;2043699217
RI.MOEXCN;D;20180620;000000;6188.4900000;6211.4600000;6145.9500000;6158.7100000;1926214864
RI.MOEXCN;D;20180621;000000;6163.3300000;6190.9900000;6143.5700000;6164.5100000;1397986750
RI.MOEXCN;D;20180622;000000;6146.3300000;6154.0000000;6074.6900000;6075.7500000;1915253440
RI.MOEXCN;D;20180625;000000;6081.8800000;6117.4900000;6067.9300000;6082.9300000;1149510460
RI.MOEXCN;D;20180626;000000;6099.5000000;6126.1400000;6058.3200000;6072.8000000;1507753807
RI.MOEXCN;D;20180627;000000;6094.6700000;6095.4900000;6036.3800000;6055.7300000;1604996581
RI.MOEXCN;D;20180628;000000;6049.1100000;6062.5200000;6016.8600000;6018.7700000;1089173447
RI.MOEXCN;D;20180629;000000;6035.9000000;6062.0800000;6016.9900000;6062.0800000;1830196800
RI.MOEXCN;D;20180702;000000;6038.6100000;6072.5000000;6038.5500000;6053.9100000;1131192505
RI.MOEXCN;D;20180703;000000;6054.0000000;6056.5300000;5998.0500000;6013.9400000;1316462250
RI.MOEXCN;D;20180704;000000;6003.2900000;6030.9400000;5994.8300000;6007.7200000;914923145
RI.MOEXCN;D;20180705;000000;5990.1500000;6037.9400000;5982.7700000;6014.8800000;1530543001
RI.MOEXCN;D;20180706;000000;6026.5100000;6057.7400000;5997.5000000;6043.2100000;1172731834
RI.MOEXCN;D;20180709;000000;6060.0900000;6105.5200000;6029.1400000;6089.3200000;1702536719
RI.MOEXCN;D;20180710;000000;6122.3900000;6122.3900000;6076.9200000;6087.0800000;1507267772
RI.MOEXCN;D;20180711;000000;6074.1400000;6077.3900000;6015.1800000;6036.7300000;1103641200
RI.MOEXCN;D;20180712;000000;6027.3200000;6077.9200000;6025.4900000;6065.1600000;1090725350
RI.MOEXCN;D;20180713;000000;6096.4100000;6106.6100000;6066.5500000;6084.2400000;999730326
RI.MOEXCN;D;20180716;000000;6084.1500000;6096.2700000;6049.1700000;6070.5800000;1146612009
RI.MOEXCN;D;20180717;000000;6044.0700000;6098.6800000;6021.3500000;6094.0300000;1486961338
RI.MOEXCN;D;20180718;000000;6092.9600000;6158.5800000;6081.7400000;6136.1600000;1653723139
RI.MOEXCN;D;20180719;000000;6128.0600000;6159.6200000;6039.8800000;6049.7200000;2724353362
RI.MOEXCN;D;20180720;000000;6018.7300000;6032.8800000;5956.3200000;5988.2900000;2084656372
RI.MOEXCN;D;20180723;000000;5989.4200000;6014.9900000;5981.5300000;6007.8900000;1027392468
RI.MOEXCN;D;20180724;000000;5994.2400000;6031.3700000;5986.3500000;6001.1400000;1628856947
RI.MOEXCN;D;20180725;000000;5977.5600000;5998.2400000;5928.1700000;5948.5400000;3121763908
RI.MOEXCN;D;20180726;000000;5971.7300000;6061.5700000;5971.0700000;6015.9900000;5328170785
RI.MOEXCN;D;20180727;000000;5993.3600000;6014.4800000;5953.5200000;5971.8700000;2037314946
RI.MOEXCN;D;20180730;000000;5917.7500000;5918.1100000;5845.0300000;5864.0400000;-180095950
RI.MOEXCN;D;20180731;000000;5844.4900000;5876.4300000;5806.8200000;5821.2700000;2373611889
RI.MOEXCN;D;20180801;000000;5836.7500000;5896.7400000;5828.1200000;5887.0300000;1726451567
RI.MOEXCN;D;20180802;000000;5877.4800000;5894.2200000;5838.5600000;5843.6300000;1336524852
RI.MOEXCN;D;20180803;000000;5870.4300000;5888.2700000;5835.0800000;5885.4800000;2014740253
RI.MOEXCN;D;20180806;000000;5874.4900000;5955.8400000;5874.4900000;5922.1000000;2850539037
RI.MOEXCN;D;20180807;000000;5903.5400000;5955.6700000;5903.5400000;5950.2400000;1211637062
RI.MOEXCN;D;20180808;000000;5923.1200000;5935.3600000;5862.9800000;5887.1200000;1840183401
RI.MOEXCN;D;20180809;000000;5870.7200000;5870.7200000;5796.0900000;5826.5700000;2213275307
RI.MOEXCN;D;20180810;000000;5828.9400000;5831.6100000;5717.1500000;5747.3200000;2669285518
RI.MOEXCN;D;20180813;000000;5728.4400000;5794.6700000;5716.9100000;5778.2200000;3221171774
RI.MOEXCN;D;20180814;000000;5788.1500000;5820.3900000;5725.2000000;5744.6100000;2468116510
RI.MOEXCN;D;20180815;000000;5736.1200000;5752.7500000;5667.7200000;5708.1100000;1841544945
RI.MOEXCN;D;20180816;000000;5705.7400000;5724.6100000;5695.3200000;5698.8600000;1476874929
RI.MOEXCN;D;20180817;000000;5686.7700000;5717.0100000;5661.0300000;5679.5500000;1138355779
RI.MOEXCN;D;20180820;000000;5698.3600000;5741.9700000;5685.6200000;5718.2100000;2499845308
RI.MOEXCN;D;20180821;000000;5730.1700000;5815.4300000;5718.1500000;5815.4300000;3381418826
RI.MOEXCN;D;20180822;000000;5819.6700000;5837.3200000;5771.1600000;5798.2600000;2217007935
RI.MOEXCN;D;20180823;000000;5789.6900000;5813.7800000;5739.5800000;5739.5800000;1795078776
RI.MOEXCN;D;20180824;000000;5747.3800000;5770.2500000;5705.8700000;5727.1000000;1138985943
RI.MOEXCN;D;20180827;000000;5736.1600000;5779.8100000;5729.7300000;5768.6900000;645822962
RI.MOEXCN;D;20180828;000000;5778.8700000;5778.8700000;5753.2700000;5760.6900000;1305597066
RI.MOEXCN;D;20180829;000000;5761.8400000;5791.7600000;5755.9700000;5787.2400000;879934509
RI.MOEXCN;D;20180830;000000;5791.7100000;5798.5500000;5728.3400000;5747.5800000;1179458103
RI.MOEXCN;D;20180831;000000;5733.2900000;5805.9000000;5716.3300000;5805.9000000;1496156594
RI.MOEXCN;D;20180903;000000;5801.1000000;5811.5100000;5781.1900000;5791.6500000;612745070
RI.MOEXCN;D;20180904;000000;5796.2500000;5810.9700000;5743.4600000;5758.1300000;2043161583
RI.MOEXCN;D;20180905;000000;5790.4500000;5809.3700000;5746.3800000;5757.3700000;1850286250
RI.MOEXCN;D;20180906;000000;5759.3700000;5765.2900000;5707.6600000;5716.6600000;1590558503
RI.MOEXCN;D;20180907;000000;5711.0200000;5731.3900000;5683.2200000;5731.3900000;1701463946
RI.MOEXCN;D;20180910;000000;5750.8500000;5752.8800000;5709.8200000;5721.6800000;1265554292
RI.MOEXCN;D;20180911;000000;5720.7200000;5732.6100000;5655.5100000;5675.0600000;1348455315
RI.MOEXCN;D;20180912;000000;5683.3300000;5712.8500000;5649.4300000;5669.7800000;1337499521
RI.MOEXCN;D;20180913;000000;5672.2000000;5732.3400000;5669.8300000;5707.3700000;1918772540
RI.MOEXCN;D;20180914;000000;5695.2700000;5771.3100000;5695.2700000;5768.9700000;1553134175
RI.MOEXCN;D;20180917;000000;5778.9500000;5805.7000000;5767.2800000;5778.9900000;1800155927
RI.MOEXCN;D;20180918;000000;5764.1500000;5806.1700000;5754.3700000;5791.8200000;2074123651
RI.MOEXCN;D;20180919;000000;5787.4100000;5816.6200000;5766.7400000;5784.9900000;1788751876
RI.MOEXCN;D;20180920;000000;5801.1600000;5838.8500000;5789.5300000;5806.4200000;3161474676
RI.MOEXCN;D;20180921;000000;5819.7200000;5856.7300000;5785.9100000;5856.7300000;1631179717
RI.MOEXCN;D;20180924;000000;5847.1500000;5847.1500000;5722.7900000;5747.6200000;1395456017
RI.MOEXCN;D;20180925;000000;5753.8400000;5781.2600000;5745.9100000;5772.8900000;1354574904
RI.MOEXCN;D;20180926;000000;5780.3300000;5783.7600000;5685.4100000;5689.2100000;3062573918
RI.MOEXCN;D;20180927;000000;5679.0300000;5691.2600000;5537.9600000;5595.0700000;6901756966
RI.MOEXCN;D;20180928;000000;5594.7600000;5596.2400000;5530.5400000;5555.4700000;2393163782
RI.MOEXCN;D;20181001;000000;5555.7700000;5598.0300000;5503.3000000;5515.9600000;3513087481
RI.MOEXCN;D;20181002;000000;5525.4700000;5529.3900000;5453.8400000;5474.6500000;1683106432
RI.MOEXCN;D;20181003;000000;5488.8500000;5531.8700000;5475.9700000;5521.7900000;1384626461
RI.MOEXCN;D;20181004;000000;5514.7100000;5553.2200000;5504.7200000;5520.0400000;1956156791
RI.MOEXCN;D;20181005;000000;5519.0400000;5531.0500000;5467.1600000;5469.4400000;2163884419
RI.MOEXCN;D;20181008;000000;5497.7300000;5507.5200000;5459.2600000;5464.4500000;1802004370
RI.MOEXCN;D;20181009;000000;5490.7800000;5507.1800000;5414.1700000;5422.9700000;3116976502
RI.MOEXCN;D;20181010;000000;5425.9600000;5432.8400000;5321.5700000;5335.9500000;3360849155
RI.MOEXCN;D;20181011;000000;5274.2600000;5294.1600000;5216.4700000;5264.3800000;3949408998
RI.MOEXCN;D;20181012;000000;5304.1800000;5363.9300000;5297.4000000;5347.5200000;2898823185
RI.MOEXCN;D;20181015;000000;5358.0100000;5383.4700000;5327.0500000;5365.5600000;2246908999
RI.MOEXCN;D;20181016;000000;5378.8800000;5439.4600000;5357.6600000;5422.2300000;2672986455
RI.MOEXCN;D;20181017;000000;5438.3400000;5484.3800000;5430.4300000;5480.4000000;2272979865
RI.MOEXCN;D;20181018;000000;5495.4400000;5501.3600000;5409.9600000;5433.6300000;2525685930
RI.MOEXCN;D;20181019;000000;5356.6500000;5368.2700000;5217.4400000;5230.2600000;8255504709
RI.MOEXCN;D;20181022;000000;5249.0100000;5329.5200000;5164.7700000;5174.2200000;7398140711
RI.MOEXCN;D;20181023;000000;5184.7900000;5187.3700000;5119.9300000;5156.1900000;4328461177
RI.MOEXCN;D;20181024;000000;5190.3200000;5275.5900000;5182.4200000;5255.6100000;2871975491
RI.MOEXCN;D;20181025;000000;5228.0500000;5279.5000000;5205.7700000;5264.9600000;2120961132
RI.MOEXCN;D;20181026;000000;5277.8400000;5277.8400000;5210.8900000;5265.4700000;1928706765
RI.MOEXCN;D;20181029;000000;5287.0700000;5375.4600000;5276.3200000;5337.9600000;4177844251
RI.MOEXCN;D;20181030;000000;5330.9300000;5383.7700000;5312.8700000;5373.9600000;3220913416
RI.MOEXCN;D;20181031;000000;5395.0700000;5418.2700000;5345.2100000;5359.9500000;3960161285
RI.MOEXCN;D;20181101;000000;5391.3600000;5457.1200000;5371.1200000;5457.1200000;3434009727
RI.MOEXCN;D;20181102;000000;5480.7900000;5520.4700000;5452.1000000;5485.5800000;3324493938
RI.MOEXCN;D;20181106;000000;5507.1100000;5520.6900000;5487.9100000;5507.8200000;2288145929
RI.MOEXCN;D;20181107;000000;5518.8400000;5534.8900000;5473.5500000;5520.7700000;2252786615
RI.MOEXCN;D;20181108;000000;5511.4400000;5543.5600000;5487.5600000;5489.6400000;1902684789
RI.MOEXCN;D;20181109;000000;5473.8500000;5485.5800000;5396.1800000;5429.3500000;2676780037
RI.MOEXCN;D;20181112;000000;5435.2600000;5473.5000000;5384.5400000;5398.2600000;1582392810
RI.MOEXCN;D;20181113;000000;5393.9400000;5424.0800000;5377.9300000;5385.4200000;1387233273
RI.MOEXCN;D;20181114;000000;5404.4600000;5413.6900000;5341.8400000;5368.6600000;1939028833
RI.MOEXCN;D;20181115;000000;5384.3800000;5406.3400000;5374.9800000;5387.1100000;1331665437
RI.MOEXCN;D;20181116;000000;5403.3000000;5412.2500000;5339.3400000;5354.4000000;1575545714
RI.MOEXCN;D;20181119;000000;5365.2900000;5396.6300000;5352.9000000;5364.4600000;954362632
RI.MOEXCN;D;20181120;000000;5352.1300000;5364.1800000;5286.6800000;5315.3700000;1246105053
RI.MOEXCN;D;20181121;000000;5290.7900000;5352.7000000;5290.7900000;5349.5000000;1462881385
RI.MOEXCN;D;20181122;000000;5348.7500000;5386.2200000;5336.8100000;5382.6000000;947994624
RI.MOEXCN;D;20181123;000000;5382.6700000;5388.8400000;5353.7100000;5368.8900000;1042693959
RI.MOEXCN;D;20181126;000000;5366.1900000;5393.3300000;5280.1900000;5386.2000000;2066574987
RI.MOEXCN;D;20181127;000000;5406.5600000;5435.9200000;5385.1900000;5435.5500000;1262889076
RI.MOEXCN;D;20181128;000000;5438.2500000;5524.6100000;5437.2100000;5499.5400000;2253334707
RI.MOEXCN;D;20181129;000000;5540.3900000;5564.4700000;5488.2600000;5514.3400000;1942834376
RI.MOEXCN;D;20181130;000000;5506.6700000;5554.6900000;5485.2900000;5554.6900000;1472817969
RI.MOEXCN;D;20181203;000000;5585.6200000;5585.6200000;5536.8500000;5547.8000000;2058334849
RI.MOEXCN;D;20181204;000000;5549.2100000;5551.0600000;5509.9100000;5524.9400000;2869978133
RI.MOEXCN;D;20181205;000000;5475.5500000;5508.8900000;5467.3800000;5495.7000000;1843657239
RI.MOEXCN;D;20181206;000000;5468.5100000;5491.9200000;5436.4700000;5484.5000000;2042332189
RI.MOEXCN;D;20181207;000000;5483.8300000;5511.3200000;5453.7000000;5453.7000000;2486555095
RI.MOEXCN;D;20181210;000000;5448.7500000;5472.8100000;5386.1500000;5386.1500000;1517895325
RI.MOEXCN;D;20181211;000000;5387.2800000;5404.5200000;5339.0100000;5339.0100000;1547267037
RI.MOEXCN;D;20181212;000000;5324.7900000;5343.8200000;5281.3100000;5343.8200000;1632413920
RI.MOEXCN;D;20181213;000000;5367.7400000;5406.0700000;5330.7000000;5399.3100000;1111976959
RI.MOEXCN;D;20181214;000000;5389.9900000;5402.9500000;5350.5800000;5398.9000000;974156624
RI.MOEXCN;D;20181217;000000;5392.1800000;5438.0300000;5383.5300000;5420.2200000;1071640527
RI.MOEXCN;D;20181218;000000;5391.4900000;5488.1600000;5380.8200000;5481.0300000;1840204947
RI.MOEXCN;D;20181219;000000;5456.9700000;5539.7100000;5440.9300000;5539.4800000;1596539717
RI.MOEXCN;D;20181220;000000;5436.1900000;5518.6800000;5407.4300000;5518.6800000;2122815348
RI.MOEXCN;D;20181221;000000;5512.3100000;5541.7800000;5478.0200000;5541.7800000;1393124974
RI.MOEXCN;D;20181224;000000;5522.8600000;5522.8600000;5412.0300000;5412.3300000;1085561432
RI.MOEXCN;D;20181225;000000;5376.9600000;5376.9600000;5216.7900000;5292.0400000;1112627298
RI.MOEXCN;D;20181226;000000;5296.5100000;5358.6200000;5296.5100000;5348.3100000;1267096852
RI.MOEXCN;D;20181227;000000;5385.9700000;5436.4500000;5369.1300000;5404.1700000;1487079322
RI.MOEXCN;D;20181228;000000;5436.5300000;5487.2500000;5419.8800000;5479.9900000;925332997
RI.MOEXCN;D;20181229;000000;5486.8700000;5513.3900000;5486.8700000;5488.6500000;416360439
RI.MOEXCN;D;20190103;000000;5453.6700000;5540.7700000;5442.8500000;5535.0700000;1246475623
RI.MOEXCN;D;20190104;000000;5543.8100000;5561.0900000;5513.4900000;5547.7800000;1508476479
RI.MOEXCN;D;20190108;000000;5548.1400000;5565.8000000;5515.7800000;5546.1500000;1340749872
RI.MOEXCN;D;20190109;000000;5555.6800000;5571.5900000;5532.0800000;5559.3500000;1544334348
RI.MOEXCN;D;20190110;000000;5558.6100000;5597.0300000;5557.5800000;5590.2000000;3402326370
RI.MOEXCN;D;20190111;000000;5597.1600000;5653.0200000;5588.6000000;5627.4100000;2004171867
RI.MOEXCN;D;20190114;000000;5611.3600000;5634.7000000;5596.6700000;5634.7000000;1461132398
RI.MOEXCN;D;20190115;000000;5643.7600000;5690.5400000;5636.2300000;5687.8600000;2435463858
RI.MOEXCN;D;20190116;000000;5695.6300000;5711.1600000;5671.9800000;5694.7300000;2101299426
RI.MOEXCN;D;20190117;000000;5706.5100000;5755.4200000;5693.6800000;5750.9700000;4663387101
RI.MOEXCN;D;20190118;000000;5772.9400000;5815.3400000;5770.0800000;5795.6100000;3545423588
RI.MOEXCN;D;20190121;000000;5802.7900000;5849.1900000;5795.7800000;5795.7800000;2990840805
RI.MOEXCN;D;20190122;000000;5785.9800000;5848.6700000;5776.7000000;5830.7000000;2436061244
RI.MOEXCN;D;20190123;000000;5837.4700000;5886.6300000;5817.2200000;5869.9200000;3261180919
RI.MOEXCN;D;20190124;000000;5874.3100000;5894.9200000;5825.6700000;5858.5200000;3942788787
RI.MOEXCN;D;20190125;000000;5873.6700000;5889.6300000;5826.2800000;5869.8000000;3232145557
RI.MOEXCN;D;20190128;000000;5879.9500000;5895.2300000;5809.9400000;5838.5100000;2104710268
RI.MOEXCN;D;20190129;000000;5836.5000000;5848.1300000;5812.4300000;5813.0300000;1588426028
RI.MOEXCN;D;20190130;000000;5810.4400000;5821.0300000;5783.1700000;5791.7400000;1280159077
RI.MOEXCN;D;20190131;000000;5825.3700000;5833.2900000;5766.2700000;5797.6700000;2510860758
RI.MOEXCN;D;20190201;000000;5793.4200000;5819.1600000;5780.8400000;5812.1000000;1302819488
RI.MOEXCN;D;20190204;000000;5821.4500000;5845.1600000;5792.2500000;5792.2500000;1299522113
RI.MOEXCN;D;20190205;000000;5798.7200000;5823.9600000;5787.0600000;5808.1700000;1984890613
RI.MOEXCN;D;20190206;000000;5812.9700000;5844.5400000;5784.3400000;5834.3300000;1990994173
RI.MOEXCN;D;20190207;000000;5814.1700000;5861.4600000;5789.4900000;5806.3100000;2983628101
RI.MOEXCN;D;20190208;000000;5787.6300000;5824.9200000;5786.6900000;5807.4600000;2036757715
RI.MOEXCN;D;20190211;000000;5818.5400000;5837.6400000;5791.2800000;5813.6600000;1337229312
RI.MOEXCN;D;20190212;000000;5813.5400000;5867.5200000;5813.5400000;5836.6800000;2001500052
RI.MOEXCN;D;20190213;000000;5847.5300000;5847.5300000;5770.3700000;5797.1400000;3183552035
RI.MOEXCN;D;20190214;000000;5770.5000000;5811.0800000;5742.2600000;5783.1000000;3149548820
RI.MOEXCN;D;20190215;000000;5804.7400000;5839.7400000;5762.0100000;5775.9900000;4257275007
RI.MOEXCN;D;20190218;000000;5754.0400000;5775.0100000;5727.5500000;5747.6500000;2374693478
RI.MOEXCN;D;20190219;000000;5757.0800000;5769.8000000;5690.5300000;5721.5000000;2205969476
RI.MOEXCN;D;20190220;000000;5759.4700000;5762.9200000;5720.9300000;5758.9200000;1979371157
RI.MOEXCN;D;20190221;000000;5759.4300000;5778.4900000;5711.1800000;5717.5000000;1688737734
RI.MOEXCN;D;20190222;000000;5713.5400000;5734.0800000;5702.6200000;5725.4500000;1517553496
RI.MOEXCN;D;20190225;000000;5745.0400000;5759.9400000;5704.8700000;5729.1600000;1701275735
RI.MOEXCN;D;20190226;000000;5710.9400000;5730.8600000;5667.7300000;5678.0600000;1344527634
RI.MOEXCN;D;20190227;000000;5680.5800000;5691.3300000;5607.1700000;5620.9000000;1627545493
RI.MOEXCN;D;20190228;000000;5622.6000000;5638.5200000;5577.1900000;5638.5200000;1787061280
RI.MOEXCN;D;20190301;000000;5654.0500000;5676.0500000;5621.7500000;5660.0600000;2578508890
RI.MOEXCN;D;20190304;000000;5676.1900000;5689.4700000;5647.2000000;5655.9200000;1467754012
RI.MOEXCN;D;20190305;000000;5649.1200000;5660.1800000;5613.9000000;5658.0900000;1400719004
RI.MOEXCN;D;20190306;000000;5671.2000000;5698.9100000;5665.0800000;5671.6500000;1770946691
RI.MOEXCN;D;20190307;000000;5679.4000000;5690.8600000;5611.4300000;5624.8500000;1249042420
RI.MOEXCN;D;20190311;000000;5632.0000000;5648.4500000;5613.9700000;5637.5800000;1317030966
RI.MOEXCN;D;20190312;000000;5668.5300000;5670.3400000;5641.3800000;5647.2300000;1102583973
RI.MOEXCN;D;20190313;000000;5645.9300000;5657.8300000;5601.8600000;5610.5800000;1363076030
RI.MOEXCN;D;20190314;000000;5608.6900000;5618.5600000;5535.9600000;5540.8500000;1396741785
RI.MOEXCN;D;20190315;000000;5555.1800000;5582.8900000;5528.7100000;5566.9800000;1293380284
RI.MOEXCN;D;20190318;000000;5561.5400000;5623.8800000;5560.1900000;5593.6300000;1783863115
RI.MOEXCN;D;20190319;000000;5628.9700000;5632.4600000;5572.3900000;5572.3900000;1411270313
RI.MOEXCN;D;20190320;000000;5575.1000000;5594.7400000;5529.3200000;5578.2700000;1668359580
RI.MOEXCN;D;20190321;000000;5589.9600000;5613.7300000;5555.2400000;5567.9000000;2535594085
RI.MOEXCN;D;20190322;000000;5572.4000000;5596.9200000;5558.6200000;5583.2200000;1440271039
RI.MOEXCN;D;20190325;000000;5546.4100000;5611.4500000;5546.4100000;5601.8900000;1618281737
RI.MOEXCN;D;20190326;000000;5608.2900000;5698.4600000;5603.1000000;5672.5800000;2162099622
RI.MOEXCN;D;20190327;000000;5691.8000000;5707.4900000;5591.8200000;5591.8200000;1186141001
RI.MOEXCN;D;20190328;000000;5614.8500000;5644.3900000;5599.4300000;5642.7800000;1335349926
RI.MOEXCN;D;20190329;000000;5652.9700000;5665.5000000;5610.2600000;5626.0400000;2316765738
RI.MOEXCN;D;20190401;000000;5631.6500000;5650.4400000;5607.2400000;5616.7200000;1964767730
RI.MOEXCN;D;20190402;000000;5638.9800000;5667.6600000;5627.4800000;5652.4100000;2087442546
RI.MOEXCN;D;20190403;000000;5678.5700000;5689.7700000;5656.7300000;5672.6400000;1518682703
