<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RI.MOEXCN;D;20160122;000000;6720.6500000;6806.0300000;6643.9200000;6678.2100000;2939397576
RI.MOEXCN;D;20160125;000000;6677.5300000;6725.9000000;6655.2100000;6694.6300000;1593698976
RI.MOEXCN;D;20160126;000000;6668.2000000;6708.4400000;6596.6400000;6607.4000000;1604553832
RI.MOEXCN;D;20160127;000000;6628.9700000;6675.5200000;6592.8100000;6637.3000000;1389512400
RI.MOEXCN;D;20160128;000000;6643.0400000;6714.2200000;6632.4800000;6669.7400000;2285641671
RI.MOEXCN;D;20160129;000000;6671.2800000;6770.4000000;6668.8500000;6692.9900000;2087966733
RI.MOEXCN;D;20160201;000000;6721.2400000;6772.6900000;6678.9700000;6689.5300000;1263946062
RI.MOEXCN;D;20160202;000000;6689.1400000;6753.3600000;6689.1400000;6749.1300000;1843277128
RI.MOEXCN;D;20160203;000000;6744.1200000;6755.1500000;6705.6700000;6725.1800000;1156142766
RI.MOEXCN;D;20160204;000000;6738.1800000;6782.7000000;6685.9200000;6727.7700000;1415824294
RI.MOEXCN;D;20160205;000000;6728.7200000;6757.2500000;6666.2500000;6702.4700000;1378905513
RI.MOEXCN;D;20160208;000000;6703.7800000;6729.7600000;6606.0600000;6632.8500000;1659604956
RI.MOEXCN;D;20160209;000000;6629.7500000;6659.1500000;6511.7000000;6534.6300000;2702726475
RI.MOEXCN;D;20160210;000000;6527.1700000;6574.8700000;6466.0500000;6523.2100000;1838658266
RI.MOEXCN;D;20160211;000000;6520.2200000;6554.5600000;6453.6500000;6542.9800000;2646688558
RI.MOEXCN;D;20160212;000000;6588.0100000;6627.6900000;6503.5900000;6530.8900000;2244677319
RI.MOEXCN;D;20160215;000000;6551.6800000;6568.4400000;6472.3900000;6480.4300000;1786854082
RI.MOEXCN;D;20160216;000000;6482.9000000;6547.8600000;6466.9900000;6537.7300000;1392597713
RI.MOEXCN;D;20160217;000000;6532.6800000;6571.4300000;6514.2400000;6532.1800000;2579537203
RI.MOEXCN;D;20160218;000000;6534.6300000;6583.5800000;6519.7400000;6566.9000000;2801117633
RI.MOEXCN;D;20160219;000000;6558.5500000;6624.2900000;6539.9000000;6624.2900000;1790843318
RI.MOEXCN;D;20160220;000000;6652.1300000;6663.9500000;6617.8000000;6640.9500000;307283522
RI.MOEXCN;D;20160222;000000;6665.5000000;6698.1500000;6633.0600000;6678.4600000;1469257868
RI.MOEXCN;D;20160223;000000;6678.4600000;6678.4600000;6678.4600000;6678.4600000;2147483647
RI.MOEXCN;D;20160224;000000;6669.9800000;6704.1800000;6627.5100000;6659.8500000;1964304941
RI.MOEXCN;D;20160225;000000;6665.7400000;6702.4100000;6636.7300000;6659.8500000;1745804734
RI.MOEXCN;D;20160226;000000;6672.6900000;6714.6200000;6648.5700000;6676.3100000;1904474699
RI.MOEXCN;D;20160229;000000;6665.3100000;6716.7500000;6638.5300000;6668.9000000;1526646634
RI.MOEXCN;D;20160301;000000;6669.9600000;6691.7700000;6641.4300000;6663.8400000;1243649798
RI.MOEXCN;D;20160302;000000;6663.8600000;6687.9500000;6616.7400000;6638.9500000;0
RI.MOEXCN;D;20160303;000000;6621.4900000;6667.1800000;6609.4600000;6624.9000000;0
RI.MOEXCN;D;20160304;000000;6616.6700000;6636.7900000;6580.6900000;6607.6000000;0
RI.MOEXCN;D;20160307;000000;6613.7800000;6638.1900000;6584.5800000;6632.0600000;0
RI.MOEXCN;D;20160309;000000;6633.6600000;6660.7100000;6596.9900000;6605.8600000;0
RI.MOEXCN;D;20160310;000000;6622.1200000;6634.2100000;6555.3700000;6589.1300000;0
RI.MOEXCN;D;20160311;000000;6594.5200000;6655.6400000;6572.7000000;6655.6400000;0
RI.MOEXCN;D;20160314;000000;6664.1400000;6669.9700000;6607.6300000;6656.8600000;0
RI.MOEXCN;D;20160315;000000;6683.7000000;6732.5500000;6674.3800000;6690.7000000;0
RI.MOEXCN;D;20160316;000000;6677.2900000;6737.1200000;6677.2900000;6726.4300000;0
RI.MOEXCN;D;20160317;000000;6721.8000000;6740.8500000;6675.9900000;6722.9300000;0
RI.MOEXCN;D;20160318;000000;6717.3900000;6777.1700000;6696.8800000;6716.0100000;0
RI.MOEXCN;D;20160321;000000;6721.2000000;6743.1100000;6683.6400000;6701.0500000;0
RI.MOEXCN;D;20160322;000000;6707.9300000;6733.2700000;6648.7100000;6672.5500000;0
RI.MOEXCN;D;20160323;000000;6671.2200000;6727.8600000;6663.4900000;6707.6100000;0
RI.MOEXCN;D;20160324;000000;6704.3200000;6727.3400000;6678.8700000;6717.7500000;0
RI.MOEXCN;D;20160325;000000;6735.0300000;6761.0700000;6719.2700000;6721.4700000;0
RI.MOEXCN;D;20160328;000000;6719.3600000;6737.2600000;6687.0900000;6701.9300000;0
RI.MOEXCN;D;20160329;000000;6706.8700000;6725.9300000;6660.1300000;6691.4000000;0
RI.MOEXCN;D;20160330;000000;6694.2300000;6705.1300000;6600.8500000;6610.5200000;0
RI.MOEXCN;D;20160331;000000;6607.4600000;6647.2500000;6570.9600000;6611.3300000;0
RI.MOEXCN;D;20160401;000000;6606.3000000;6656.1000000;6575.9400000;6618.0800000;0
RI.MOEXCN;D;20160404;000000;6617.9700000;6645.2300000;6606.8900000;6618.8300000;0
RI.MOEXCN;D;20160405;000000;6596.2300000;6637.9000000;6593.9200000;6624.2900000;0
RI.MOEXCN;D;20160406;000000;6626.4300000;6651.3900000;6594.0100000;6604.4500000;0
RI.MOEXCN;D;20160407;000000;6602.0500000;6609.2200000;6546.1500000;6592.7100000;0
RI.MOEXCN;D;20160408;000000;6592.9600000;6616.4200000;6535.5500000;6557.1800000;0
RI.MOEXCN;D;20160411;000000;6556.5900000;6566.1300000;6531.1100000;6541.8500000;0
RI.MOEXCN;D;20160412;000000;6541.4600000;6557.3100000;6485.9300000;6487.1100000;0
RI.MOEXCN;D;20160413;000000;6483.0200000;6596.1500000;6483.0200000;6575.4200000;0
RI.MOEXCN;D;20160414;000000;6578.6000000;6624.7200000;6578.6000000;6599.2200000;0
RI.MOEXCN;D;20160415;000000;6609.3900000;6632.2300000;6582.6000000;6586.9200000;0
RI.MOEXCN;D;20160418;000000;6559.1300000;6647.6700000;6559.1300000;6625.7700000;0
RI.MOEXCN;D;20160419;000000;6622.4700000;6656.4000000;6604.0800000;6631.3600000;0
RI.MOEXCN;D;20160420;000000;6635.4400000;6694.0800000;6631.7700000;6693.5400000;0
RI.MOEXCN;D;20160421;000000;6700.6900000;6723.9000000;6680.3100000;6701.9700000;0
RI.MOEXCN;D;20160422;000000;6704.9300000;6790.7000000;6665.2800000;6765.4500000;0
RI.MOEXCN;D;20160425;000000;6787.6200000;6831.9000000;6722.2900000;6722.2900000;0
RI.MOEXCN;D;20160426;000000;6706.5300000;6755.9900000;6690.6200000;6741.7300000;0
RI.MOEXCN;D;20160427;000000;6747.4100000;6747.5000000;6635.5200000;6659.5300000;0
RI.MOEXCN;D;20160428;000000;6669.7300000;6701.6800000;6628.0500000;6640.8700000;0
RI.MOEXCN;D;20160429;000000;6637.6600000;6639.8600000;6562.4000000;6604.3800000;0
RI.MOEXCN;D;20160504;000000;6594.9700000;6640.5200000;6569.6700000;6601.9000000;0
RI.MOEXCN;D;20160505;000000;6604.7700000;6632.8900000;6575.3000000;6591.3200000;0
RI.MOEXCN;D;20160506;000000;6580.9700000;6602.6200000;6545.7700000;6574.2500000;0
RI.MOEXCN;D;20160510;000000;6573.8300000;6606.7000000;6532.4400000;6552.0000000;0
RI.MOEXCN;D;20160511;000000;6557.4200000;6560.1600000;6492.6700000;6505.6300000;0
RI.MOEXCN;D;20160512;000000;6514.7600000;6514.7600000;6462.3200000;6500.8200000;0
RI.MOEXCN;D;20160513;000000;6504.0900000;6573.4000000;6500.1500000;6520.5300000;0
RI.MOEXCN;D;20160516;000000;6529.3300000;6585.4500000;6522.6100000;6548.0900000;0
RI.MOEXCN;D;20160517;000000;6551.6200000;6634.2700000;6538.1600000;6621.8800000;0
RI.MOEXCN;D;20160518;000000;6613.5100000;6647.8100000;6605.6000000;6615.1800000;0
RI.MOEXCN;D;20160519;000000;6596.4900000;6635.7700000;6565.9700000;6599.0300000;0
RI.MOEXCN;D;20160520;000000;6593.3400000;6608.5400000;6537.1700000;6565.0000000;0
RI.MOEXCN;D;20160523;000000;6562.2000000;6574.6400000;6526.5400000;6531.8500000;0
RI.MOEXCN;D;20160524;000000;6521.3000000;6532.4400000;6481.1700000;6500.8800000;0
RI.MOEXCN;D;20160525;000000;6500.6300000;6522.6400000;6473.0300000;6486.8500000;0
RI.MOEXCN;D;20160526;000000;6480.8800000;6486.0700000;6436.7700000;6454.4100000;0
RI.MOEXCN;D;20160527;000000;6453.3500000;6550.5900000;6453.0800000;6550.1600000;0
RI.MOEXCN;D;20160530;000000;6541.7700000;6559.8600000;6492.2900000;6511.1500000;0
RI.MOEXCN;D;20160531;000000;6509.9300000;6517.7700000;6448.3300000;6457.7800000;0
RI.MOEXCN;D;20160601;000000;6471.4400000;6505.4800000;6435.4800000;6485.2900000;0
RI.MOEXCN;D;20160602;000000;6487.7300000;6501.9300000;6446.9500000;6469.8500000;0
RI.MOEXCN;D;20160603;000000;6470.5900000;6533.7700000;6455.1200000;6484.8100000;0
RI.MOEXCN;D;20160606;000000;6492.5700000;6554.9500000;6479.1300000;6554.9500000;0
RI.MOEXCN;D;20160607;000000;6547.4400000;6605.0100000;6545.9600000;6583.6200000;0
RI.MOEXCN;D;20160608;000000;6599.2500000;6614.9700000;6522.6100000;6540.6700000;0
RI.MOEXCN;D;20160609;000000;6535.3800000;6535.3800000;6501.4900000;6508.1100000;1126334718
RI.MOEXCN;D;20160610;000000;6508.7800000;6570.1200000;6497.5200000;6528.1100000;0
RI.MOEXCN;D;20160614;000000;6558.3300000;6609.1100000;6509.0800000;6537.9600000;2371486003
RI.MOEXCN;D;20160615;000000;6531.3900000;6574.0000000;6519.5500000;6571.3700000;2101295951
RI.MOEXCN;D;20160616;000000;6546.6800000;6589.5100000;6541.9700000;6578.6300000;1355930081
RI.MOEXCN;D;20160617;000000;6589.5300000;6608.9500000;6495.6100000;6495.6100000;1187396945
RI.MOEXCN;D;20160620;000000;6547.6600000;6615.1800000;6515.0100000;6607.1000000;1293370900
RI.MOEXCN;D;20160621;000000;6606.0600000;6669.5200000;6606.0600000;6630.1300000;1191380241
RI.MOEXCN;D;20160622;000000;6634.8900000;6642.7400000;6494.7300000;6500.0900000;1398933357
RI.MOEXCN;D;20160623;000000;6495.5100000;6555.8200000;6484.2000000;6555.8200000;1278780876
RI.MOEXCN;D;20160624;000000;6423.8400000;6497.8500000;6299.0300000;6446.9300000;1234421870
RI.MOEXCN;D;20160627;000000;6450.0900000;6477.0700000;6427.2100000;6464.2700000;1017236540
RI.MOEXCN;D;20160628;000000;6483.6900000;6483.6900000;6412.2200000;6444.7100000;1051445794
RI.MOEXCN;D;20160629;000000;6448.8500000;6510.4500000;6432.0000000;6498.7100000;1612490017
RI.MOEXCN;D;20160630;000000;6444.6200000;6493.2100000;6413.4200000;6472.8000000;2036166927
RI.MOEXCN;D;20160701;000000;6477.1300000;6508.3800000;6442.8200000;6474.8800000;1050301034
RI.MOEXCN;D;20160704;000000;6479.8600000;6507.8200000;6438.5000000;6488.1700000;880216143
RI.MOEXCN;D;20160705;000000;6482.6700000;6505.5000000;6446.5300000;6461.6800000;984410439
RI.MOEXCN;D;20160706;000000;6456.4800000;6487.9500000;6419.1700000;6458.2000000;1097513719
RI.MOEXCN;D;20160707;000000;6437.2800000;6487.6800000;6434.6300000;6452.4800000;1021105780
RI.MOEXCN;D;20160708;000000;6448.6500000;6497.0100000;6417.0800000;6480.2100000;2702449439
RI.MOEXCN;D;20160711;000000;6478.2400000;6550.7300000;6464.6100000;6546.3700000;2119868547
RI.MOEXCN;D;20160712;000000;6545.3700000;6594.8200000;6545.3700000;6588.4700000;1394703038
RI.MOEXCN;D;20160713;000000;6571.9200000;6592.8100000;6511.9100000;6560.9500000;1524696525
RI.MOEXCN;D;20160714;000000;6565.2200000;6588.2900000;6499.3900000;6527.3800000;1237648922
RI.MOEXCN;D;20160715;000000;6525.8300000;6560.9200000;6502.0200000;6559.3900000;1010552185
RI.MOEXCN;D;20160718;000000;6567.1500000;6584.6800000;6534.9600000;6558.5600000;1472691667
RI.MOEXCN;D;20160719;000000;6554.9800000;6587.6400000;6532.6200000;6563.0800000;1506623708
RI.MOEXCN;D;20160720;000000;6558.3400000;6587.9500000;6531.3400000;6572.4600000;1005604787
RI.MOEXCN;D;20160721;000000;6570.0500000;6624.6900000;6562.4600000;6607.4200000;852498489
RI.MOEXCN;D;20160722;000000;6607.3900000;6666.6500000;6596.3100000;6658.0600000;441092249
RI.MOEXCN;D;20160725;000000;6676.4500000;6760.1100000;6674.1800000;6735.8300000;6004592871
RI.MOEXCN;D;20160726;000000;6744.7800000;6810.0800000;6725.6400000;6806.7900000;4265245904
RI.MOEXCN;D;20160727;000000;6799.1300000;6847.1600000;6743.2900000;6786.3200000;2811673160
RI.MOEXCN;D;20160728;000000;6794.8100000;6876.4300000;6770.0800000;6876.4300000;2022646371
RI.MOEXCN;D;20160729;000000;6876.4700000;6883.5300000;6827.3100000;6849.4000000;923106127
RI.MOEXCN;D;20160801;000000;6857.7600000;6887.2700000;6843.5300000;6867.8800000;1722638693
RI.MOEXCN;D;20160802;000000;6865.1700000;6883.9900000;6810.2400000;6819.2000000;1280289057
RI.MOEXCN;D;20160803;000000;6814.5400000;6850.3400000;6802.3700000;6838.4600000;730793761
RI.MOEXCN;D;20160804;000000;6843.7700000;6872.0500000;6828.8300000;6862.3600000;1164036219
RI.MOEXCN;D;20160805;000000;6854.8000000;6905.2100000;6827.1100000;6905.2100000;1717815041
RI.MOEXCN;D;20160808;000000;6910.0000000;6936.8800000;6885.3400000;6915.4100000;1792178718
RI.MOEXCN;D;20160809;000000;6913.1300000;6951.0500000;6895.9700000;6941.8000000;1789724843
RI.MOEXCN;D;20160810;000000;6934.9700000;6979.8600000;6928.0800000;6956.5300000;811200120
RI.MOEXCN;D;20160811;000000;6966.3500000;7003.0300000;6950.6300000;6987.4300000;1211347888
RI.MOEXCN;D;20160812;000000;7006.8700000;7072.6700000;6980.8500000;7070.1800000;1283488354
RI.MOEXCN;D;20160815;000000;7071.1100000;7088.8800000;7038.6300000;7081.2800000;1828761010
RI.MOEXCN;D;20160816;000000;7081.0900000;7091.2800000;7018.1400000;7029.2900000;1256304829
RI.MOEXCN;D;20160817;000000;7030.0300000;7056.7900000;7008.8100000;7029.5700000;1890832841
RI.MOEXCN;D;20160818;000000;7036.0400000;7059.1300000;7010.9300000;7026.1000000;1238939675
RI.MOEXCN;D;20160819;000000;7028.1500000;7044.2000000;7007.6100000;7015.8600000;655729544
RI.MOEXCN;D;20160822;000000;7020.8200000;7119.0200000;7006.5800000;7119.0200000;1162615829
RI.MOEXCN;D;20160823;000000;7106.7600000;7160.2300000;7081.9300000;7107.5100000;1704911408
RI.MOEXCN;D;20160824;000000;7128.4800000;7131.2200000;7040.7400000;7066.2400000;2215769643
RI.MOEXCN;D;20160825;000000;7077.2300000;7098.0500000;7016.8800000;7082.8600000;1057897028
RI.MOEXCN;D;20160826;000000;7101.9700000;7112.8100000;6992.3000000;7027.1400000;1324897087
RI.MOEXCN;D;20160829;000000;7008.0800000;7033.8600000;6984.9000000;7028.0000000;664158515
RI.MOEXCN;D;20160830;000000;7023.4800000;7070.7900000;7008.4200000;7037.6300000;864593173
RI.MOEXCN;D;20160831;000000;7034.1200000;7049.3300000;6985.0500000;6996.4200000;808946576
RI.MOEXCN;D;20160901;000000;6997.6000000;7021.0500000;6941.8400000;6994.6900000;768790681
RI.MOEXCN;D;20160902;000000;6993.7600000;7048.9300000;6992.2300000;7042.3500000;998374010
RI.MOEXCN;D;20160905;000000;7044.9300000;7069.3700000;7020.1600000;7060.5700000;867746774
RI.MOEXCN;D;20160906;000000;7063.4400000;7132.5200000;7063.4400000;7094.9400000;1366995535
RI.MOEXCN;D;20160907;000000;7088.5200000;7112.3300000;7059.8300000;7090.3000000;1052168334
RI.MOEXCN;D;20160908;000000;7099.2600000;7109.5700000;7022.4600000;7079.7100000;935254476
RI.MOEXCN;D;20160909;000000;7077.0700000;7077.0700000;7029.3400000;7059.5700000;1567712621
RI.MOEXCN;D;20160912;000000;7046.9500000;7048.6300000;6903.4000000;6925.2800000;1157571557
RI.MOEXCN;D;20160913;000000;6929.9600000;6948.1600000;6842.9400000;6918.1800000;814603346
RI.MOEXCN;D;20160914;000000;6925.1300000;6951.2800000;6899.3900000;6912.4100000;685713833
RI.MOEXCN;D;20160915;000000;6907.0900000;6918.7700000;6828.8300000;6865.6400000;939218056
RI.MOEXCN;D;20160916;000000;6866.3500000;6942.0500000;6863.2900000;6885.0800000;1369340199
RI.MOEXCN;D;20160919;000000;6912.8700000;6939.8300000;6836.0500000;6865.8200000;849777641
RI.MOEXCN;D;20160920;000000;6862.5400000;6876.8400000;6826.1600000;6872.0600000;907015008
RI.MOEXCN;D;20160921;000000;6889.2300000;6940.9100000;6854.0100000;6940.9100000;1567162225
RI.MOEXCN;D;20160922;000000;6928.1200000;6968.4000000;6897.3600000;6964.2200000;951554485
RI.MOEXCN;D;20160923;000000;6965.0600000;6967.6200000;6868.7000000;6951.1900000;1276076427
RI.MOEXCN;D;20160926;000000;6945.2400000;6951.2400000;6872.8900000;6918.5800000;1060388614
RI.MOEXCN;D;20160927;000000;6919.4200000;6922.3600000;6811.6700000;6812.6200000;917125757
RI.MOEXCN;D;20160928;000000;6823.8600000;6875.6100000;6820.6600000;6834.9800000;932206327
RI.MOEXCN;D;20160929;000000;6849.4600000;6902.9800000;6849.4600000;6888.8500000;1068336187
RI.MOEXCN;D;20160930;000000;6876.2300000;6879.3000000;6786.4300000;6866.9300000;978404971
RI.MOEXCN;D;20161003;000000;6869.3800000;6897.3200000;6847.4800000;6883.3000000;996012365
RI.MOEXCN;D;20161004;000000;6877.7100000;6926.6200000;6844.9800000;6899.5400000;878674951
RI.MOEXCN;D;20161005;000000;6892.8800000;6921.1100000;6866.4000000;6919.7500000;868066632
RI.MOEXCN;D;20161006;000000;6915.4100000;6927.1900000;6842.0100000;6883.6000000;638711860
RI.MOEXCN;D;20161007;000000;6879.1400000;6891.4100000;6815.0000000;6830.0000000;832264272
RI.MOEXCN;D;20161010;000000;6833.4900000;6846.3200000;6778.2900000;6819.4500000;453414715
RI.MOEXCN;D;20161011;000000;6816.2700000;6820.6900000;6756.5700000;6795.6700000;983092253
RI.MOEXCN;D;20161012;000000;6781.8900000;6800.1500000;6723.7900000;6741.6300000;797665303
RI.MOEXCN;D;20161013;000000;6741.9800000;6794.2000000;6724.2800000;6732.9500000;716121002
RI.MOEXCN;D;20161014;000000;6733.3600000;6752.6900000;6694.4100000;6731.0800000;773645080
RI.MOEXCN;D;20161017;000000;6722.5200000;6745.5100000;6695.8000000;6735.2800000;689725388
RI.MOEXCN;D;20161018;000000;6736.1500000;6802.4800000;6736.1500000;6797.7100000;1343149769
RI.MOEXCN;D;20161019;000000;6796.5500000;6798.2900000;6739.2900000;6771.0100000;1365838355
RI.MOEXCN;D;20161020;000000;6770.9000000;6783.5400000;6743.2700000;6756.3200000;1260383402
RI.MOEXCN;D;20161021;000000;6757.1400000;6874.9200000;6703.3800000;6735.9200000;1652634918
RI.MOEXCN;D;20161024;000000;6746.2100000;6777.2600000;6704.0600000;6756.2700000;1657272338
RI.MOEXCN;D;20161025;000000;6736.5100000;6759.0400000;6710.1800000;6759.0400000;2213438083
RI.MOEXCN;D;20161026;000000;6771.3300000;6784.3500000;6728.9700000;6779.0800000;864217114
RI.MOEXCN;D;20161027;000000;6784.0200000;6788.6100000;6720.5800000;6732.9700000;923642998
RI.MOEXCN;D;20161028;000000;6727.3500000;6742.9600000;6696.4200000;6733.0500000;1018266170
RI.MOEXCN;D;20161031;000000;6730.8300000;6744.4700000;6692.8800000;6704.3900000;1533642934
RI.MOEXCN;D;20161101;000000;6704.1100000;6727.3400000;6648.8000000;6661.7400000;1471393092
RI.MOEXCN;D;20161102;000000;6656.8200000;6686.4700000;6646.5200000;6663.4900000;1086927303
RI.MOEXCN;D;20161103;000000;6665.1300000;6673.8700000;6610.7200000;6634.0000000;1194053685
RI.MOEXCN;D;20161107;000000;6592.4700000;6618.1300000;6561.8300000;6593.4400000;3823279588
RI.MOEXCN;D;20161108;000000;6598.0900000;6629.3300000;6565.8700000;6577.5400000;1087192211
RI.MOEXCN;D;20161109;000000;6559.1600000;6589.6400000;6522.9000000;6581.0500000;2815213527
RI.MOEXCN;D;20161110;000000;6596.8900000;6686.8000000;6571.5300000;6646.0100000;3578454105
RI.MOEXCN;D;20161111;000000;6641.0900000;6694.0500000;6626.2700000;6683.9500000;3480993271
RI.MOEXCN;D;20161114;000000;6684.1500000;6692.3800000;6641.5700000;6659.6900000;1491177568
RI.MOEXCN;D;20161115;000000;6655.7600000;6665.5900000;6621.2100000;6635.1300000;888156037
RI.MOEXCN;D;20161116;000000;6637.7100000;6717.8800000;6615.2300000;6717.8800000;1693928788
RI.MOEXCN;D;20161117;000000;6702.6700000;6707.1700000;6659.6900000;6676.9600000;1044243391
RI.MOEXCN;D;20161118;000000;6681.7800000;6711.9000000;6650.6400000;6685.0600000;1095725828
RI.MOEXCN;D;20161121;000000;6719.5100000;6726.7800000;6678.4900000;6717.4100000;1051139118
RI.MOEXCN;D;20161122;000000;6709.3200000;6774.4900000;6671.5100000;6774.4900000;1141350452
RI.MOEXCN;D;20161123;000000;6772.2100000;6837.0800000;6772.2100000;6817.1200000;1380536751
RI.MOEXCN;D;20161124;000000;6813.6500000;6855.0200000;6797.8100000;6803.7900000;755670691
RI.MOEXCN;D;20161125;000000;6806.0700000;6812.8500000;6770.1400000;6789.0500000;490014501
RI.MOEXCN;D;20161128;000000;6793.9600000;6815.1500000;6757.1300000;6766.9700000;773447009
RI.MOEXCN;D;20161129;000000;6766.9700000;6796.4300000;6715.4600000;6751.5900000;3093415004
RI.MOEXCN;D;20161130;000000;6755.1600000;6800.7300000;6728.7800000;6787.6200000;1397257305
RI.MOEXCN;D;20161201;000000;6806.2200000;6806.2200000;6713.9400000;6713.9400000;898484251
RI.MOEXCN;D;20161202;000000;6706.3900000;6743.8900000;6697.7200000;6732.6100000;776391511
RI.MOEXCN;D;20161205;000000;6728.5700000;6789.2900000;6670.6900000;6779.5400000;1263392742
RI.MOEXCN;D;20161206;000000;6786.4300000;6843.5200000;6781.0300000;6794.0400000;1392126810
RI.MOEXCN;D;20161207;000000;6797.0500000;6828.9200000;6761.8900000;6812.9200000;1061035393
RI.MOEXCN;D;20161208;000000;6809.1700000;6830.8300000;6781.7300000;6828.1800000;1515881164
RI.MOEXCN;D;20161209;000000;6802.8000000;6802.8000000;6675.7000000;6749.5700000;2403516464
RI.MOEXCN;D;20161212;000000;6757.3100000;6777.3100000;6659.6700000;6720.0500000;2171085543
RI.MOEXCN;D;20161213;000000;6724.1900000;6750.6100000;6697.7100000;6725.6300000;1518604283
RI.MOEXCN;D;20161214;000000;6724.9100000;6854.9900000;6703.7100000;6794.7200000;1363142046
RI.MOEXCN;D;20161215;000000;6794.3500000;6861.1100000;6770.5900000;6806.8900000;2859982718
RI.MOEXCN;D;20161216;000000;6811.0800000;6852.6500000;6811.0700000;6820.7800000;1778986166
RI.MOEXCN;D;20161219;000000;6818.8000000;6869.4200000;6810.7100000;6820.0200000;1051017700
RI.MOEXCN;D;20161220;000000;6820.1100000;6870.8100000;6800.5500000;6801.5000000;1200523270
RI.MOEXCN;D;20161221;000000;6797.3000000;6801.9300000;6752.7600000;6752.7600000;1717445453
RI.MOEXCN;D;20161222;000000;6739.6200000;6747.9800000;6666.0100000;6669.6500000;1540048971
RI.MOEXCN;D;20161223;000000;6677.5900000;6745.4300000;6669.7000000;6745.4300000;606966824
RI.MOEXCN;D;20161226;000000;6745.7700000;6770.1800000;6695.7600000;6698.9100000;204207655
RI.MOEXCN;D;20161227;000000;6706.9200000;6746.0000000;6687.6300000;6697.8700000;508110487
RI.MOEXCN;D;20161228;000000;6703.4400000;6721.0900000;6659.9000000;6679.9400000;1030152079
RI.MOEXCN;D;20161229;000000;6675.9800000;6711.0900000;6667.9000000;6707.1500000;904043345
RI.MOEXCN;D;20161230;000000;6704.2400000;6783.1900000;6704.2400000;6781.3700000;1131978226
RI.MOEXCN;D;20170103;000000;6788.1800000;6871.9100000;6786.9900000;6859.2400000;1497435834
RI.MOEXCN;D;20170104;000000;6859.7400000;6866.2700000;6819.0000000;6846.9900000;937477730
RI.MOEXCN;D;20170105;000000;6845.3300000;6889.1100000;6806.5800000;6819.5100000;1153791265
RI.MOEXCN;D;20170106;000000;6819.3200000;6856.7900000;6793.5800000;6809.1500000;993333970
RI.MOEXCN;D;20170109;000000;6842.0800000;6842.8300000;6809.8400000;6825.8100000;1638000470
RI.MOEXCN;D;20170110;000000;6836.5800000;6855.7100000;6772.6700000;6852.9500000;3862314330
RI.MOEXCN;D;20170111;000000;6852.2200000;6970.2500000;6837.1300000;6898.8100000;3436694401
RI.MOEXCN;D;20170112;000000;6877.1300000;6889.1200000;6850.4200000;6875.0800000;-1859847433
RI.MOEXCN;D;20170113;000000;6877.6100000;6917.6000000;6833.2500000;6884.7600000;2357071426
RI.MOEXCN;D;20170116;000000;6881.1100000;6926.0600000;6867.9400000;6914.3800000;1965502629
RI.MOEXCN;D;20170117;000000;6918.2100000;6953.6300000;6836.9500000;6855.4400000;1411755942
RI.MOEXCN;D;20170118;000000;6853.8500000;6864.5600000;6795.7600000;6812.7700000;1184789398
RI.MOEXCN;D;20170119;000000;6821.7800000;6821.7800000;6784.1100000;6798.6400000;1364886435
RI.MOEXCN;D;20170120;000000;6795.4900000;6803.5500000;6778.3700000;6789.5600000;1157415083
RI.MOEXCN;D;20170123;000000;6784.8900000;6791.9600000;6740.4100000;6741.0700000;724543917
RI.MOEXCN;D;20170124;000000;6743.5700000;6775.3700000;6721.8400000;6770.3900000;898063610
RI.MOEXCN;D;20170125;000000;6758.8000000;6816.6800000;6753.4100000;6796.1500000;1521160065
RI.MOEXCN;D;20170126;000000;6802.1500000;6895.3500000;6801.4700000;6883.0000000;2205141020
RI.MOEXCN;D;20170127;000000;6877.6700000;6953.1000000;6841.3400000;6931.0800000;3899214872
RI.MOEXCN;D;20170130;000000;6917.0500000;6928.7900000;6896.2700000;6899.6400000;-1398642902
RI.MOEXCN;D;20170131;000000;6898.8600000;6927.2200000;6866.1300000;6900.1200000;1020494622
RI.MOEXCN;D;20170201;000000;6896.4400000;6909.6500000;6886.0700000;6898.0300000;1112261082
RI.MOEXCN;D;20170202;000000;6895.6500000;6928.9700000;6834.2900000;6854.2400000;2435955329
RI.MOEXCN;D;20170203;000000;6868.4700000;6877.0700000;6817.2700000;6831.1700000;1336111511
RI.MOEXCN;D;20170206;000000;6826.9100000;6853.2800000;6795.1000000;6805.0400000;1068611403
RI.MOEXCN;D;20170207;000000;6814.2400000;6846.8900000;6804.1700000;6836.1900000;1065373619
RI.MOEXCN;D;20170208;000000;6832.5400000;6853.8800000;6792.9700000;6792.9700000;1327881196
RI.MOEXCN;D;20170209;000000;6793.9700000;6834.6700000;6776.6100000;6819.2400000;1655557107
RI.MOEXCN;D;20170210;000000;6815.3600000;6855.0800000;6807.4100000;6828.4100000;1659155589
RI.MOEXCN;D;20170213;000000;6846.8700000;6861.1800000;6802.3300000;6819.5100000;1664394283
RI.MOEXCN;D;20170214;000000;6824.4100000;6826.7700000;6733.1200000;6746.1900000;1584632606
RI.MOEXCN;D;20170215;000000;6728.9000000;6766.2200000;6698.4200000;6749.8400000;1728598639
