;Ticker;2015;2016;2017;2018;2019;2020
0;AGRO;229;252;252;254;252;250
1;MGNT;250;252;252;254;252;250
2;LNTAq;250;252;252;254;252;250
3;MVID;250;252;252;254;252;250
4;APTK;250;252;252;254;252;250
5;SVAV;250;252;252;254;252;250
